contaminant_level,ph_level,turbidity,dissolved_oxygen,nitrate_level,lead_concentration,bacteria_count,access_to_clean_water,diarrheal_cases,cholera_cases,typhoid_cases,infant_mortality_rate,gdp,healthcare_access,urbanization_rate,sanitation_coverage,rainfall_per_year,temperature,population_density,abdominal_pain,nausea_vomiting,weakness_loss_of_appetite,fever,"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people",water_source_Pond,water_source_River,water_source_Spring,water_source_Tap,water_source_Well
3.46,7.24,2.62,8.24,41.44,3.22,4581,42.11,29.29816766504559,77.79583886598425,21.190112108762364,6.39,71472,6.47,66.31,23.53,316,34.89,938,1,3,6,4,39.470426542860075,16.806584441984608,111.61758314891595,0,0,0,0,0
0.19,6.9,3.67,3.36,45.6,8.29,443,44.11,35.413589378155834,14.598113570802923,12.22263747348505,59.7,31089,86.31,46.58,72.11,2174,11.57,773,2,10,10,6,101.42022409013737,32.21974104999057,373.3694591105367,0,0,0,0,1
8.25,8.18,2.77,9.65,19.36,8.1,904,41.62,35.094865020013884,23.029321310091298,2.024714226728861,73.01,921,63.14,25.63,78.28,2681,24.26,177,0,10,4,2,69.70827267980799,17.839838248893223,148.27669176452594,0,1,0,0,0
1.43,8.19,1.23,7.92,9.86,7.12,2910,36.38,11.339234148665426,53.95139775231231,30.327388686633057,36.92,55849,72.36,87.86,28.12,1639,28.8,664,8,4,1,9,90.62945118672538,17.74664186620076,344.5745853985823,0,1,0,0,0
3.1,7.75,1.77,5.24,30.32,11.25,3209,66.84,28.496558403189002,57.55257537784031,6.277147649676635,23.3,54944,69.43,15.98,85.27,287,25.07,719,7,2,5,1,69.5825691249442,8.901894656052507,104.8979628218688,0,0,1,0,0
5.69,7.64,3.19,5.24,37.06,19.92,1801,52.58,45.870893533333835,38.459566142365574,52.74874309728354,22.91,47850,84.78,20.89,26.01,433,16.24,365,1,5,10,5,55.63898377630783,28.68088028456684,196.3417531353125,0,0,0,1,0
2.46,7.83,2.95,9.03,6.54,5.12,925,93.58,8.174239946698716,32.06779318486788,10.254582027457829,10.02,7308,8.75,31.63,55.33,808,37.79,373,10,10,5,7,150.74512909259457,26.932971268974484,533.6119666956038,0,0,0,0,0
4.97,6.91,0.68,9.32,39.88,14.1,3721,43.1,45.108599671613895,77.54977220788116,13.643512723532476,10.79,37981,37.7,86.36,59.03,729,24.49,345,7,4,9,3,95.29467510785794,22.710038587647016,221.47727099007633,0,0,0,0,1
8.09,7.01,4.22,9.24,10.43,15.16,4387,72.2,21.65285967991212,84.95283511178482,41.06479478785919,18.34,37044,50.26,32.31,22.94,2076,8.97,94,8,2,9,8,89.97040534096922,29.640689950740427,309.1459881019768,0,1,0,0,0
4.71,7.38,2.38,8.66,24.58,11.69,751,93.04,38.6306129516762,19.047823936170296,33.62649430212547,3.88,86810,54.66,49.31,25.26,1858,32.25,875,0,5,10,7,59.153131381643945,28.276167965382598,212.01537416914385,0,0,1,0,0
9.49,8.35,0.81,8.73,42.82,1.95,1234,33.3,42.26926534210486,14.346421855142165,18.94601289612538,28.09,89148,94.26,70.89,56.05,437,26.24,113,4,5,5,6,77.80440647897072,25.34298543573332,236.25498463642,0,0,0,1,0
8.48,7.81,0.61,7.01,9.67,11.45,2922,66.14,23.99753508795694,53.62082724557393,29.841119777022794,32.03,89630,4.25,84.33,44.9,2611,4.38,127,7,7,8,6,115.33300234014848,29.667671779821795,378.12005129626914,0,0,0,1,0
3.33,7.38,4.83,3.2,12.09,19.07,662,61.55,21.215735024465587,13.14374691605564,28.92499219521248,99.53,90805,86.64,58.41,85.27,608,11.13,47,10,1,10,2,95.32508546350121,19.451643685157755,160.84910684868728,0,0,0,0,1
4.0,7.93,1.41,3.61,3.14,6.84,3195,95.01,18.275864368570872,76.59847317391927,38.36587686651509,99.19,78634,55.19,40.74,53.11,1510,6.33,492,1,0,7,5,23.804024322392607,18.816678766058075,65.79713337578838,0,1,0,0,0
4.23,6.93,4.54,7.55,7.33,12.79,1584,76.46,20.471987835518604,19.70115831383402,49.99720829675147,20.33,95327,55.46,88.84,28.44,1202,2.91,490,3,3,7,4,55.356371955457654,19.018864850717325,148.6079722938452,0,0,0,0,1
6.26,7.83,2.05,5.81,7.33,19.19,919,54.44,17.634912437792885,22.01234520056404,45.55831582495138,22.88,29094,32.03,12.09,32.63,2203,9.21,145,6,6,0,0,80.58325441861143,3.458167023619519,84.154138079792,0,0,0,0,1
2.87,7.03,1.93,6.97,10.17,15.96,4219,79.81,11.81849647578728,88.30182535684693,7.708904070101557,50.21,15480,64.36,76.57,73.88,417,11.13,85,2,10,4,10,93.43687957750403,30.49673546662809,387.72527949139067,1,0,0,0,0
9.69,6.7,3.5,4.62,14.31,13.77,67,70.79,15.264809376187888,0.0,16.26017085362742,16.58,49901,64.64,32.19,96.01,2650,18.66,304,4,9,6,2,104.37087486464456,17.471001670969898,232.69349917016228,0,0,1,0,0
6.09,7.52,0.05,7.55,40.75,19.42,4570,54.3,37.297223780206515,90.16667841794983,22.507068282235913,51.4,93441,18.93,75.4,89.57,2592,38.77,325,7,2,5,0,66.07734481484636,11.720274408351742,81.32214745386068,0,0,0,1,0
3.99,7.72,1.69,4.7,45.79,3.41,4453,84.97,27.884434272785374,89.09909329203931,26.51569229393924,41.14,38319,67.7,22.97,30.36,2731,37.73,506,9,2,4,3,85.84220499029401,14.847350426599043,169.2110129528327,1,0,0,0,0
6.45,7.15,1.51,6.23,20.31,15.45,1766,76.77,26.543600518843707,19.43225558642514,24.469915377280493,33.81,65626,26.67,37.75,21.31,312,30.15,965,2,4,7,9,55.216734221970405,28.158443062666727,235.7764179002648,0,0,0,0,0
3.95,7.41,4.34,6.35,6.41,8.14,1953,30.38,3.9920066092812174,31.69192927081505,64.05817509681073,82.62,39379,68.88,14.48,22.12,1241,25.86,630,3,4,2,2,52.789943714203545,9.153838004550725,90.57099244375675,0,0,0,1,0
8.18,7.74,2.65,4.24,11.19,7.21,2568,90.56,31.097899626863143,34.37234631725043,12.051414589375755,83.16,4891,61.19,25.97,64.39,2466,37.89,577,8,9,5,10,133.20068385594178,30.95927298032577,564.6378437743082,0,0,0,1,0
5.68,7.92,1.82,9.13,36.81,10.41,3708,57.8,35.95918245635152,65.50176280253156,18.64104311011566,98.81,90849,71.6,58.22,58.87,360,5.7,27,6,2,4,3,69.32631835030443,13.59588625149644,133.5763979353756,0,0,1,0,0
0.42,8.24,1.33,6.68,33.87,0.68,4928,75.18,30.339177076839867,100.14124415345783,44.62145204619385,23.86,86140,1.97,70.92,21.07,1293,13.21,900,0,8,7,8,70.56556627859436,30.373337186982315,263.8977080220106,0,0,0,0,0
1.77,6.89,2.95,9.07,48.36,6.25,2671,57.77,54.330328552128414,28.021367095183056,38.73476533413152,89.05,20893,12.54,82.9,24.57,1230,22.13,441,3,3,3,2,41.26007188721681,15.93539755753348,88.04468846116426,0,1,0,0,0
8.65,8.38,0.76,4.84,0.72,3.32,3399,91.7,1.4022481687258221,76.96465095061905,0.0,54.71,70941,84.02,19.57,99.98,1224,32.56,625,3,2,7,5,51.849554287581256,22.35852331507189,139.6327380100159,0,0,0,0,0
5.63,7.59,1.23,4.21,37.54,2.77,1353,75.56,32.147583205459654,22.310378829555876,0.0,59.96,52236,38.07,21.25,97.2,2346,24.95,158,8,10,9,5,140.3103696820731,28.2316319876664,469.48534073406296,0,1,0,0,0
9.5,7.97,1.47,3.13,25.29,6.75,442,70.56,5.055540475971618,20.140946477780766,54.550703890963746,89.84,51417,83.67,85.1,30.14,2846,32.35,449,5,1,1,6,45.98456123594756,17.68601211466698,142.87251887635702,0,0,0,0,0
0.72,7.75,3.04,3.66,45.13,16.05,600,98.62,46.511608979674364,25.07758662406548,30.566775398007525,94.38,66026,6.27,71.28,33.13,1815,6.12,228,8,9,8,8,133.20506400943268,32.91109891770516,528.458055175355,0,0,0,0,1
2.95,6.51,1.87,4.03,28.81,4.02,3166,49.64,34.73206683832721,70.92764460876101,9.912335644332455,73.23,64243,76.94,53.18,92.01,514,7.71,917,5,10,8,6,113.16885109621185,25.962551407839314,414.99756951158736,0,0,0,0,0
1.94,6.18,2.53,3.55,22.33,10.63,3942,34.57,12.37890264838462,98.97811198947626,5.734026709185876,36.09,58986,8.38,48.14,60.6,1257,29.62,15,5,8,9,0,99.16188641192642,17.251106040795968,208.12416094754914,1,0,0,0,0
5.54,7.82,3.25,9.28,33.29,14.97,2809,66.12,41.77015455127102,59.71083494551954,6.713574101476299,49.99,67150,46.83,22.62,96.64,425,13.93,680,4,3,9,7,73.73739970820994,30.227406494744105,234.24072451585653,1,0,0,0,0
3.83,7.28,4.78,9.38,41.68,4.82,3388,59.68,42.194985244930606,68.0530016157215,41.62239987878894,62.28,92831,93.76,40.34,61.63,678,17.44,619,4,2,5,4,56.040488840373875,17.469058965796606,129.3108258561215,0,0,1,0,0
1.57,7.76,3.82,9.56,14.12,18.48,4582,61.8,28.637645177156816,90.90781524155527,15.101714694057836,83.21,13510,7.77,39.81,66.18,2738,31.67,848,1,6,3,8,52.814341471690675,25.510349408736648,204.77331192864781,0,1,0,0,0
6.43,7.19,2.03,9.72,5.38,17.33,2786,73.41,17.20001538988698,65.08222342749877,35.033651449455526,66.48,50791,35.07,61.87,37.61,422,2.8,904,7,7,3,9,103.8850445570858,26.307432937422305,415.19914060283384,0,0,0,1,0
5.36,6.78,3.74,6.44,21.65,5.02,2695,73.06,7.458617119799163,63.8448379100101,0.0,37.81,8467,51.83,57.91,90.09,1915,6.72,260,7,10,5,4,123.17127595432723,20.66622194312933,350.84206882873195,0,0,1,0,0
2.75,6.71,4.75,6.71,10.73,19.79,3648,57.46,24.422724821962593,57.78389439979136,13.677756049638853,42.95,88073,89.95,14.78,86.0,2130,11.83,70,10,1,4,4,88.67957295564362,11.695049396619616,190.69163761813618,1,0,0,0,0
4.8,7.83,2.5,3.92,21.48,13.38,2052,90.4,33.66804295619907,21.94875061996105,30.483379024934365,6.94,43436,33.26,77.88,46.99,719,35.34,488,0,6,5,1,45.01131273036217,15.556844515724329,90.22438671361294,1,0,0,0,0
7.46,6.69,2.05,3.96,49.55,5.72,631,75.6,46.59126407093023,11.691007485994874,16.027892610973584,92.58,48192,80.7,85.0,68.99,2490,16.2,895,7,4,6,10,96.42937235996477,30.388792839602136,382.20291120247595,0,1,0,0,0
2.05,7.79,0.39,8.41,28.71,13.62,3442,92.29,12.989862824033889,64.34449232886992,44.25096779267283,10.64,34413,71.82,72.42,47.32,287,10.08,77,4,10,6,2,101.89415333845571,16.040930372755355,240.1881822905278,1,0,0,0,0
2.93,6.96,4.46,8.99,34.68,13.32,1754,93.92,22.075738461450335,40.38346241899853,19.57994784226597,58.83,67663,30.71,24.27,57.12,1182,27.14,450,1,4,8,9,48.27011069941833,37.255815776397014,214.4376240824492,1,0,0,0,0
3.46,7.93,1.23,8.49,33.9,12.12,3033,41.71,43.78133507353975,59.59755590915463,0.0,87.42,10550,34.08,23.77,88.28,679,1.21,262,1,2,7,8,39.2849890181699,30.860171376485507,145.6750792140556,0,1,0,0,0
7.47,6.36,0.32,8.84,41.04,14.23,1578,77.64,48.27570384157823,31.201733409228005,21.78723618725459,43.24,75710,19.1,68.09,53.23,508,31.0,838,5,4,5,6,73.19932280966829,20.604502155485303,229.0414233473242,1,0,0,0,0
8.47,6.51,2.69,4.94,47.21,5.37,25,52.23,61.2865703867055,18.142494518762486,9.455872098887273,80.41,88181,69.3,45.27,87.25,2902,27.92,893,10,1,5,0,88.03482110116923,4.238657311489147,87.47512038475062,0,0,0,1,0
3.76,7.71,4.23,6.26,32.94,19.58,2209,88.55,39.00174116783043,64.68096013630793,7.767788354377229,80.77,59365,56.31,72.3,96.81,739,2.2,633,8,3,4,2,86.08817771153414,10.063057157450935,151.18923579353728,0,0,0,0,1
2.97,7.4,2.03,6.21,23.8,17.16,2902,81.3,31.791140154912398,46.121770752843915,5.705550000900878,7.86,14764,15.5,16.04,53.31,1691,19.92,538,0,5,0,1,25.98369168721636,7.658271192519807,32.74583669875131,0,0,1,0,0
8.89,6.51,3.92,9.97,15.89,14.91,1129,43.91,38.466115363042874,25.705878583603145,9.95000119570839,42.39,54507,62.01,67.31,90.2,289,16.17,678,5,0,8,0,52.3154152709897,12.353426607410718,50.996183494047244,0,0,0,1,0
9.99,8.26,4.18,9.64,18.01,0.53,4996,95.71,22.80758230171312,105.1356936755442,33.06940263093865,69.72,93804,49.86,43.93,44.32,1209,6.33,76,8,9,8,8,133.77810846379793,29.801127306728024,533.8918021259627,0,0,0,1,0
6.7,6.69,2.27,7.19,16.72,11.81,4104,77.84,4.7346807955436,90.03244187342099,34.998381657035445,43.39,87740,9.26,12.48,20.23,2560,6.16,836,7,3,8,7,90.37927322437422,29.067963084454995,296.5570238027095,0,0,0,0,1
9.9,7.05,2.95,3.97,16.22,14.13,4145,96.4,33.01493726818814,60.75672509659606,27.223983121530075,55.43,32461,95.37,53.61,26.76,379,6.41,993,10,5,10,4,122.1585189439188,25.08028394277391,333.56211285040075,0,0,1,0,0
6.6,6.51,2.67,4.81,34.73,17.08,441,44.13,39.45892917786942,19.032319246926583,10.795565911712915,60.26,50226,83.48,65.92,78.97,748,23.99,524,5,8,7,10,106.81451023169696,33.20259606441567,462.26924213207593,0,0,0,1,0
7.33,6.97,4.7,5.55,29.39,18.92,3895,90.88,48.75170230686847,73.0041185601312,40.21003304136552,16.82,16259,7.1,52.26,28.01,201,6.84,887,2,10,9,1,96.45098046773502,19.35431904080049,232.1761297536981,1,0,0,0,0
3.89,7.23,3.63,9.11,10.1,18.32,4797,76.77,16.897715389339375,117.08996690051416,0.0,42.37,6004,93.13,19.83,95.13,1257,2.38,624,7,10,2,0,113.33655727727428,10.612785016273758,169.1745541055764,0,0,0,0,1
4.33,6.74,4.63,4.19,48.48,8.12,4849,68.66,58.33969715817169,117.45298945988874,0.0,4.79,96819,91.67,75.27,89.33,1537,38.3,164,8,1,0,6,67.87271988314632,13.593272696708159,193.48939679968942,0,0,1,0,0
1.44,7.92,1.1,4.54,21.39,17.93,1828,87.44,28.046537130331835,35.18062277269352,11.272776907767769,16.66,64199,4.22,35.37,61.19,2473,1.57,522,0,10,10,10,88.56238987741135,37.027884626380605,404.13576736731426,0,0,0,0,0
8.23,6.98,1.55,5.45,28.3,0.01,1535,74.3,8.741569910724909,23.608036709341622,19.75738905038519,52.2,47672,20.15,83.72,66.52,563,26.56,344,8,6,7,10,119.1567678012319,34.2343775602339,483.58678337938557,0,1,0,0,0
9.31,7.82,0.35,9.49,35.13,7.03,4325,76.87,27.69286001681811,77.25934051850527,0.0,58.21,95855,70.24,82.55,75.55,1730,37.44,855,5,5,6,1,74.15763654999837,13.7152301594926,146.0398686774268,1,0,0,0,0
6.23,6.52,2.5,6.53,30.68,2.28,559,47.76,13.38949345143383,13.229741348312267,15.080646555904675,16.33,62316,93.46,26.03,78.52,1149,1.52,397,5,1,4,0,46.59409119465125,5.659184536818513,51.423261954551066,0,0,0,0,1
3.44,6.94,4.37,7.53,15.55,17.66,1173,87.19,29.71620098161628,29.280252046339122,31.282516143659045,76.05,65307,82.31,48.11,59.3,315,38.63,13,3,7,9,1,77.98536585464383,18.26463775308144,190.2942480668895,0,1,0,0,0
1.54,6.02,1.63,5.71,39.89,18.56,1878,75.52,55.47034064041803,45.88082676700797,34.45823131757409,38.55,22361,28.19,20.99,45.07,2361,20.09,994,0,6,6,6,54.6020555251505,22.269895139831828,177.33169846043668,0,0,0,0,0
2.65,7.9,0.64,4.32,5.51,5.12,2255,89.11,8.557798077661044,44.39288657662892,14.90741937415196,92.22,65652,3.34,64.22,92.82,1765,31.4,389,9,10,9,6,150.53924281924634,29.174947256884547,531.8344546810825,0,0,0,1,0
2.55,7.56,0.34,4.56,28.45,7.35,1084,54.61,51.95675787141376,12.103026360708686,10.605721227279666,39.99,22789,47.29,78.15,23.73,794,25.0,724,7,4,3,9,87.01361374729166,25.079446897072103,328.16754612426143,0,0,0,1,0
6.14,8.04,2.24,8.62,13.67,19.68,3914,53.22,39.97272540659603,77.30751334789137,33.141056310661185,16.68,51767,9.2,61.87,48.49,2726,24.67,42,1,4,8,5,48.79178339567542,23.444860185992617,155.51226125808873,0,0,1,0,0
9.45,7.14,0.82,9.25,30.79,11.32,238,31.67,41.57616850392078,4.085429163914104,12.340390504296796,76.28,89857,24.53,30.84,73.32,2967,31.55,20,0,6,10,4,64.90933945111492,27.091363276380672,191.80658854173421,0,0,0,0,1
0.48,8.0,1.73,6.45,10.9,9.94,2914,83.8,16.330523341896036,60.18519764192494,0.0,57.64,12771,64.01,16.11,91.29,2354,2.62,725,1,8,9,2,76.3538491999452,19.930040735112264,201.33950658421654,0,0,0,0,1
0.01,7.62,4.1,5.5,38.61,10.01,2095,53.12,55.04684724538488,49.89787748628221,40.03790950791763,39.9,58004,49.5,15.54,25.94,2562,15.7,728,0,10,1,2,64.83257243090284,11.914989232741647,103.42746029390675,0,0,1,0,0
6.0,6.01,1.92,8.65,11.38,13.92,1471,52.9,17.396512105043247,24.222544180710845,18.93092092336679,36.88,73229,37.67,58.87,72.72,2111,38.78,518,0,8,8,10,73.42942807348099,38.62888914891232,315.00494477671253,0,1,0,0,0
2.84,6.63,3.05,7.71,44.52,19.09,2045,78.21,70.16345813084311,34.804014472828435,20.676186172303044,16.78,42218,93.0,86.27,58.97,1375,2.18,194,8,8,8,8,130.00704251557244,31.986432720001357,497.82364169993275,0,0,0,1,0
8.81,7.23,2.51,3.29,43.08,7.33,4612,47.7,29.73608930048009,99.44472004688616,28.804497821288535,35.4,33207,19.3,65.62,74.92,2134,10.51,163,0,5,4,3,41.785566692836014,15.541253220549835,97.72934621340568,0,0,0,1,0
3.27,7.55,3.59,5.46,18.12,3.45,3683,93.63,12.759288289792003,75.74924729614264,38.72875992799804,4.88,49073,48.75,68.45,45.38,2322,26.88,865,3,9,10,8,101.55619471486186,36.61928574380313,419.81305328411133,0,0,0,0,1
2.9,6.16,0.78,7.78,19.29,3.7,204,67.66,5.111074874837225,7.247543592006075,7.59052812396622,51.24,9521,57.35,36.34,76.86,2929,4.02,888,9,5,0,3,95.05859211956142,7.495803952782677,200.05775236692816,0,0,0,0,1
2.7,7.76,4.6,7.02,35.08,0.41,3600,97.86,28.894661133465647,66.45907838694474,34.71470209429667,89.88,9540,32.19,56.88,34.42,386,21.47,931,5,2,6,1,56.9403395969609,13.126729935664095,92.65266983535369,0,0,1,0,0
1.45,7.36,3.22,9.85,4.52,11.11,2137,35.37,9.351760094733383,44.055784590513674,21.240792462446272,79.94,73935,70.53,35.33,82.03,2586,28.53,703,6,0,9,3,59.56630443741751,14.963131133942689,106.0212527095565,0,0,0,0,0
5.82,7.31,1.35,9.06,4.05,18.58,1213,53.58,11.96911064256125,27.188937830903573,16.17251327136197,4.8,27052,86.73,82.13,79.95,2046,30.3,521,1,6,9,5,65.1100434147095,21.166866915656012,214.80311281755294,0,1,0,0,0
1.68,6.73,0.62,3.42,6.82,14.26,3834,56.7,19.935626306788954,77.6053576678304,8.557744389572001,88.36,4844,54.15,20.6,95.74,1612,22.45,676,5,3,3,5,67.46264467687442,15.341043472024769,173.60115646536389,1,0,0,0,0
4.25,7.49,0.75,8.08,28.12,19.86,3091,81.13,36.02889036332465,62.74550611022621,16.2027193727756,46.33,79438,78.13,60.56,33.86,1024,20.03,237,6,0,8,4,58.89751036351598,21.266931618100788,127.43751893466927,0,0,0,0,0
4.61,6.07,3.91,5.35,7.45,18.19,1382,44.91,27.599083553920806,2.8519177235865136,0.9394338548366186,20.71,7703,6.1,68.47,77.76,252,28.56,484,9,7,5,0,117.50911008777223,10.8298933394969,186.4694943667493,0,0,0,0,0
0.2,6.16,2.94,7.77,13.88,9.84,3680,56.27,10.215979826005553,77.59862703625213,42.28550729466034,75.74,79354,15.38,65.88,45.81,456,5.8,111,9,5,2,2,96.6031954390296,10.991747257957869,186.83267547179787,0,0,0,0,1
0.17,7.83,1.9,7.32,32.35,9.73,1679,93.74,33.07473672236031,31.78856091277637,24.316980028712553,33.64,5940,46.2,30.59,42.55,1795,27.22,703,1,5,5,4,45.6401907819069,15.596528701702727,142.58244268341852,0,0,0,0,1
5.2,6.8,1.66,6.52,0.78,12.57,6,38.02,3.9744520618781607,11.03822946725193,22.873412012128732,26.83,43709,92.1,48.88,52.13,2293,36.77,267,1,1,9,5,37.63979927576723,25.765678799958785,95.68525319014363,0,0,0,0,1
6.96,6.87,4.28,8.97,9.01,2.22,1885,82.17,5.9043157249395675,46.580512982652266,33.6659368345891,17.81,3392,53.16,63.07,42.82,214,27.31,992,9,0,5,0,77.88630426272435,10.757625228828445,58.70421684252051,0,0,0,0,0
9.42,6.52,4.37,7.96,46.5,12.15,3498,79.17,68.05586636119939,66.70688254182512,35.15822030804656,49.69,86044,43.23,84.48,39.86,2875,1.86,786,6,1,4,8,61.432794759195914,21.10717897018824,215.2225225223165,0,1,0,0,0
1.79,7.11,2.91,9.23,33.18,9.28,295,39.14,40.0960941394311,3.7431126368997214,0.8566302914538664,11.15,7187,60.01,49.97,81.47,211,20.24,81,0,3,1,2,17.29038727329952,8.541997523008662,43.82506816602667,0,0,0,0,1
1.03,6.13,2.62,4.97,15.28,12.85,263,78.19,30.0297553927337,0.0,10.762799728032766,78.99,24307,12.45,34.04,75.96,2248,29.05,508,7,1,9,9,83.36474425324006,32.04563662766022,275.7014449190765,0,0,0,1,0
0.52,6.75,4.08,5.44,2.27,11.3,2137,69.88,14.139894699771371,43.5431439668273,22.757801661617464,48.13,81425,65.37,40.92,28.75,2324,1.73,369,10,0,9,2,87.23047741358401,18.38368108987167,132.31765747163217,0,1,0,0,0
4.36,7.32,3.75,7.35,29.3,6.21,4948,50.13,33.025994678759474,109.04935643925295,21.399482717057865,45.8,30652,9.4,53.31,64.81,741,30.49,893,2,6,1,10,63.60993973541279,27.75362313340218,247.02358541993326,0,0,0,1,0
6.23,7.16,2.0,9.77,11.14,12.16,3865,51.78,27.926258307779882,95.03721678915683,30.58362944096911,2.18,26375,57.68,88.11,46.48,1195,11.26,841,10,10,6,1,146.45443878261153,16.654606546351168,309.82896905096777,0,1,0,0,0
8.41,8.5,0.41,5.6,48.01,7.32,4496,88.31,38.597773325917444,97.3700502536932,0.0,82.15,96588,71.44,60.27,97.68,249,23.55,250,5,10,1,7,104.99185248680881,22.028884241994035,347.18764542982865,0,0,0,0,1
6.83,6.97,3.84,3.23,34.35,3.89,4452,46.17,50.079366006847295,85.48357201087528,23.661631227438754,50.3,35439,41.15,22.38,54.0,1865,38.65,124,8,7,5,2,112.42930492503642,12.473910717640635,246.22321524908457,1,0,0,0,0
2.08,6.97,0.84,6.12,48.71,13.5,2546,65.89,57.58998473390707,53.303494058667425,40.82937319242969,45.11,29439,91.09,77.45,23.25,1229,39.8,586,5,5,4,5,80.4498364609041,19.967281571905563,221.18671217717093,0,0,1,0,0
4.62,7.26,0.08,6.81,42.44,6.13,4929,77.68,50.03931530186705,109.3207727004701,37.29194208593901,76.62,8969,15.2,24.52,46.54,2322,25.38,798,8,3,3,1,83.9698401365359,11.220014301708256,123.24629256516245,0,0,0,0,1
9.1,6.48,4.22,8.61,24.15,17.78,4530,39.09,43.962283846687086,90.84429745534271,29.7460380264582,8.16,83443,17.1,13.1,45.02,545,19.66,419,6,5,6,6,90.13563230267245,21.65299875417356,286.0615388694812,0,0,0,0,0
3.27,8.19,2.89,8.1,33.48,3.99,118,95.26,34.53531348624683,4.797431581353892,51.61445437723259,37.93,62015,51.69,18.02,20.45,2580,7.11,664,8,2,7,3,87.33722928218096,16.85395370870365,177.440884844457,1,0,0,0,0
4.99,7.43,4.46,9.75,40.61,12.0,2395,48.24,40.05076134751525,57.28983257648025,6.342723983167559,58.42,70657,93.17,72.89,59.02,2925,8.33,436,1,7,3,8,63.49320523846893,25.372253268448475,225.57329560634267,0,0,0,0,0
9.59,6.48,2.42,8.48,28.91,11.43,3367,52.32,17.588564699222218,58.08466956698025,0.0,47.14,78941,39.07,82.15,92.46,2515,17.17,738,7,9,0,9,113.17396051580567,23.3955682555999,430.2533136795029,0,1,0,0,0
7.35,7.98,4.63,5.09,3.07,3.95,1702,76.63,6.07117301567812,42.54994823459762,17.323806964728817,19.8,91811,92.64,31.46,84.19,1703,28.09,688,7,1,0,8,72.15513395975587,13.78054449646784,212.97774720921151,0,0,0,0,0
7.48,6.09,1.77,7.49,23.52,8.8,529,35.47,6.5488797711307605,12.749824535939439,20.56622031496608,31.33,84137,69.35,49.85,74.77,1531,30.77,537,1,4,0,6,37.724801570757,14.329822744823682,110.11347425394192,1,0,0,0,0
2.52,8.46,3.62,7.71,6.53,13.51,3674,73.93,8.431493838002165,80.39694167427294,16.864773435997826,31.42,56855,78.26,57.78,47.48,1940,8.88,556,3,0,10,7,43.5067202015899,28.334636389538083,127.0395553013226,1,0,0,0,0
4.15,8.16,1.5,9.99,35.74,6.37,302,94.12,35.504663516286726,0.0,53.39010004477392,99.21,51632,93.79,43.5,38.56,2846,21.42,800,10,5,0,2,101.40774246744708,4.562689735405796,177.28865024319995,0,0,0,0,1
0.82,7.45,0.01,3.97,34.03,2.28,4067,47.44,23.236432888386638,81.77832646865681,20.24392098307912,33.97,99073,57.23,15.23,47.41,811,23.66,149,6,1,4,10,65.06842273307318,29.213449736785343,246.7934937163874,0,0,0,1,0
6.07,6.28,1.9,4.34,49.65,12.3,4251,55.33,35.589327748154496,86.58009491127122,14.549179534113897,22.11,53749,64.17,14.53,29.84,2945,35.72,961,10,3,3,4,97.20561919473616,14.01092075514648,227.71985682087004,0,0,0,0,1
1.04,6.54,3.69,4.09,31.44,4.48,3968,46.26,18.853115377869095,81.5931623455653,30.318777876004773,82.62,63219,57.9,45.23,27.96,1445,35.06,761,3,5,8,1,70.8603272787589,18.46609730581221,140.47754847862333,0,1,0,0,0
8.36,6.7,0.75,7.12,40.01,13.63,13,87.31,46.47981874058711,0.0,18.61975386844846,43.27,19504,78.49,73.83,65.96,2525,32.7,317,3,9,2,9,91.39177419299209,23.15317394750936,334.7529279284198,0,0,0,0,0
8.15,6.6,2.52,3.95,13.41,16.79,2803,41.73,22.688597085495694,47.130123289310944,6.626310755623443,45.5,91998,27.34,16.77,85.12,884,20.67,796,5,10,6,6,112.6830942719078,27.17789131504218,385.96271456474096,0,0,0,1,0
5.34,7.24,1.06,7.59,17.0,2.47,888,54.26,7.286017049463847,14.944035352428983,27.980990819343866,55.79,71262,78.8,26.45,27.95,2565,2.6,875,9,7,10,7,127.82437695444324,34.62337904563317,485.55701612664745,0,0,1,0,0
1.41,8.36,0.37,8.63,45.85,8.75,3528,72.07,37.264462184807186,75.38972057185732,29.38590898393447,60.38,5753,71.35,31.58,46.81,342,13.38,967,5,7,7,8,99.29728672554933,29.51570279929148,373.6119926350203,1,0,0,0,0
0.26,7.11,3.09,6.03,37.76,8.9,1196,58.32,53.447363780312756,25.60447760398968,23.189416375774346,59.87,9226,60.21,54.73,29.82,2149,24.87,401,9,10,5,10,141.369833773713,31.505639781643694,621.1690298168513,0,0,0,1,0
7.97,7.65,4.76,6.92,32.76,12.65,4540,34.58,44.74769650917936,84.41111151500412,30.09967567449177,5.38,59452,3.88,13.46,44.84,353,25.5,636,2,5,9,10,72.63121414191396,33.39145651797437,298.0943517961738,0,0,0,1,0
6.0,7.72,1.55,9.39,12.7,6.69,2169,96.34,29.32186210265364,34.169443011084965,0.0,82.25,89615,77.45,78.8,86.42,577,33.96,96,8,3,0,6,79.63711432343027,11.763894641797446,231.55981485066113,0,0,0,0,1
